Base,1.2000000000000028,1.2000000000000028, 0, 0, 0, 0, 1,Test
Test,3.3000000000000114,0.6500000000000057, 0, 0, 0, 0, 1,Base,dog
dog,5.900000000000006,-0.3499999999999943, 0, 0, 0, 0, 1,Test
