Waypoint149373,-0.09999999999999432,-0.04999999999999716,2,Waypoint205496,Waypoint209327,false
Waypoint209327,2.9000000000000057,2.25,5,Waypoint375319,Door 1 Entrance,Waypoint149373,Door 3 Entrance,Waypoint205496,false
Door 1 Entrance,1.9500000000000028,3,2,Waypoint209327,Door 1 Inside,true,ENTRANCE,LOW
Door 1 Inside,0.10000000000000853,3.1500000000000057,1,Door 1 Entrance,true,ENTRANCE,HIGH
Door 3 Entrance,5.1000000000000085,4.6000000000000085,4,Waypoint375319,Waypoint209327,Door 3 Inside,Bathroom 1 Entrance,true,ENTRANCE,MEDIUM
Door 3 Inside,3.5,4.700000000000003,1,Door 3 Entrance,true,ENTRANCE,HIGH
Bathroom 1 Entrance,5.200000000000003,6.050000000000011,3,Door 5 Entrance,Door 3 Entrance,Bathroom 1 Inside,true,ENTRANCE,LOW
Bathroom 1 Inside,5.3500000000000085,8.25,1,Bathroom 1 Entrance,true,ENTRANCE,HIGH
Door 5 Entrance,11.350000000000009,5.700000000000003,3,Waypoint375319,Door 5 Inside,Bathroom 1 Entrance,true,ENTRANCE,MEDIUM
Door 5 Inside,11.550000000000011,7.900000000000006,1,Door 5 Entrance,true,ENTRANCE,HIGH
Door 2 Entrance,1.6000000000000085,-7.199999999999989,2,Waypoint205496,Door 2 Inside,true,ENTRANCE,MEDIUM
Door 2 Inside,-0.29999999999999716,-7,1,Door 2 Entrance,true,ENTRANCE,HIGH
Door 4 Entrance,4.5,-8.949999999999989,4,Waypoint205496,Door 4 Inside,Bathroom 2,Waypoint368523,true,ENTRANCE,LOW
Door 4 Inside,2.75,-8.849999999999994,1,Door 4 Entrance,true,ENTRANCE,HIGH
Bathroom 2,4.650000000000006,-10.299999999999997,3,Door 4 Entrance,Bathroom 2 Inside,Door 6 Entrance,true,ENTRANCE,LOW
Bathroom 2 Inside,4.450000000000003,-12,1,Bathroom 2,true,ENTRANCE,HIGH
Door 6 Entrance,10.75,-10.599999999999994,3,Bathroom 2,Door 6 Inside,Waypoint368523,true,ENTRANCE,MEDIUM
Door 6 Inside,10.700000000000003,-12.099999999999994,1,Door 6 Entrance,true,ENTRANCE,HIGH
Waypoint433525,14.100000000000009,-7.6499999999999915,2,Waypoint368523,Waypoint446326,false
Waypoint446326,14.75,2.3000000000000114,2,Waypoint433525,Waypoint375319,false
Waypoint368523,10.850000000000009,-7.549999999999997,4,Door 6 Entrance,Door 4 Entrance,Waypoint205496,Waypoint433525,false
Waypoint205496,2.700000000000003,-6.199999999999989,5,Waypoint149373,Door 2 Entrance,Door 4 Entrance,Waypoint368523,Waypoint209327,false
Waypoint375319,11.200000000000003,2.6500000000000057,4,Waypoint446326,Door 5 Entrance,Door 3 Entrance,Waypoint209327,false
---
